Year,State,Crop,Min Price,Max Price
28-07-2023,Uttar Pradesh,Pointed gourd (Parval),4300,4500
28-07-2023,Uttar Pradesh,Pomegranate,6700,6900
28-07-2023,Uttar Pradesh,Potato,800,980
28-07-2023,Uttar Pradesh,Pumpkin,1300,1500
28-07-2023,Uttar Pradesh,Rice,2400,2600
28-07-2023,Uttar Pradesh,Sponge gourd,1200,1400
28-07-2023,Uttar Pradesh,Tobacco,4600,4800
28-07-2023,Uttar Pradesh,Tobacco,9700,9850
28-07-2023,Uttar Pradesh,Tomato,7400,7600
28-07-2023,Uttar Pradesh,Wheat,2200,2350
28-07-2023,Uttar Pradesh,Maize,1800,1820
28-07-2023,Uttar Pradesh,Onion,1400,1420
28-07-2023,Uttar Pradesh,Potato,800,820
28-07-2023,Uttar Pradesh,Apple,9700,9800
28-07-2023,Uttar Pradesh,Arhar Dal(Tur Dal),12900,13000
28-07-2023,Uttar Pradesh,Banana,2530,2700
28-07-2023,Uttar Pradesh,Bengal Gram Dal (Chana Dal),6150,6200
28-07-2023,Uttar Pradesh,Bengal Gram(Gram)(Whole),5380,5420
28-07-2023,Uttar Pradesh,Bhindi(Ladies Finger),2150,2250
28-07-2023,Uttar Pradesh,Bitter gourd,2450,2550
28-07-2023,Uttar Pradesh,Black Gram Dal (Urd Dal),8575,8625
28-07-2023,Uttar Pradesh,Bottle gourd,1450,1550
28-07-2023,Uttar Pradesh,Brinjal,2250,2350
28-07-2023,Uttar Pradesh,Cucumbar(Kheera),2100,2200
28-07-2023,Uttar Pradesh,Green Chilli,5500,5600
28-07-2023,Uttar Pradesh,Green Gram Dal (Moong Dal),8800,8850
28-07-2023,Uttar Pradesh,Gur(Jaggery),3950,4000
28-07-2023,Uttar Pradesh,Maize,1770,1800
28-07-2023,Uttar Pradesh,Masur Dal,7350,7400
28-07-2023,Uttar Pradesh,Mustard,5440,5460
28-07-2023,Uttar Pradesh,Mustard Oil,12350,12400
28-07-2023,Uttar Pradesh,Onion,1550,1650
28-07-2023,Uttar Pradesh,Potato,970,1070
28-07-2023,Uttar Pradesh,Pumpkin,1400,1500
28-07-2023,Uttar Pradesh,Rice,2620,2680
28-07-2023,Uttar Pradesh,Sponge gourd,1470,1570
28-07-2023,Uttar Pradesh,Tomato,7300,7400
28-07-2023,Uttar Pradesh,Wheat,2270,2290
28-07-2023,Uttar Pradesh,Apple,9600,9800
28-07-2023,Uttar Pradesh,Banana,2450,2650
28-07-2023,Uttar Pradesh,Bhindi(Ladies Finger),2000,2200
28-07-2023,Uttar Pradesh,Bottle gourd,1400,1600
28-07-2023,Uttar Pradesh,Brinjal,2150,2350
28-07-2023,Uttar Pradesh,Colacasia,2400,2600
28-07-2023,Uttar Pradesh,Green Chilli,5400,5600
28-07-2023,Uttar Pradesh,Maize,1790,1810
28-07-2023,Uttar Pradesh,Mango,2400,2600
28-07-2023,Uttar Pradesh,Onion,1480,1680
28-07-2023,Uttar Pradesh,Pomegranate,6600,6800
28-07-2023,Uttar Pradesh,Potato,850,1050
28-07-2023,Uttar Pradesh,Pumpkin,1400,1600
28-07-2023,Uttar Pradesh,Rice,2460,2660
28-07-2023,Uttar Pradesh,Sponge gourd,1500,1700
28-07-2023,Uttar Pradesh,Tomato,7300,7500
28-07-2023,Uttar Pradesh,Wheat,2280,2300
28-07-2023,Uttar Pradesh,Apple,9800,9900
28-07-2023,Uttar Pradesh,Arhar (Tur/Red Gram)(Whole),8760,8880
28-07-2023,Uttar Pradesh,Arhar Dal(Tur Dal),12830,12980
28-07-2023,Uttar Pradesh,Banana,2500,2600
28-07-2023,Uttar Pradesh,Bengal Gram(Gram)(Whole),5200,5400
28-07-2023,Uttar Pradesh,Garlic,6600,7500
28-07-2023,Uttar Pradesh,Green Chilli,5600,5690
28-07-2023,Uttar Pradesh,Green Gram (Moong)(Whole),7200,7560
28-07-2023,Uttar Pradesh,Green Gram Dal (Moong Dal),8800,8900
28-07-2023,Uttar Pradesh,Gur(Jaggery),4000,4150
28-07-2023,Uttar Pradesh,Mahua,2350,2500
28-07-2023,Uttar Pradesh,Mustard,5300,5465
28-07-2023,Uttar Pradesh,Mustard Oil,12300,12430
28-07-2023,Uttar Pradesh,Onion,1500,1640
28-07-2023,Uttar Pradesh,Paddy(Dhan)(Common),2100,2190
28-07-2023,Uttar Pradesh,Potato,1000,1100
28-07-2023,Uttar Pradesh,Rice,2200,2570
28-07-2023,Uttar Pradesh,Tomato,7500,7660
28-07-2023,Uttar Pradesh,Wheat,2150,2300
28-07-2023,Uttar Pradesh,Wood,400,460
28-07-2023,Uttar Pradesh,Apple,9200,9400
28-07-2023,Uttar Pradesh,Arhar Dal(Tur Dal),12800,13100
28-07-2023,Uttar Pradesh,Banana,2450,2630
28-07-2023,Uttar Pradesh,Bengal Gram Dal (Chana Dal),5950,6140
28-07-2023,Uttar Pradesh,Bengal Gram(Gram)(Whole),5240,5440
28-07-2023,Uttar Pradesh,Bhindi(Ladies Finger),2200,2400
28-07-2023,Uttar Pradesh,Black Gram Dal (Urd Dal),8500,8700
28-07-2023,Uttar Pradesh,Bottle gourd,1800,1930
28-07-2023,Uttar Pradesh,Brinjal,2100,2300
28-07-2023,Uttar Pradesh,Garlic,6700,7000
28-07-2023,Uttar Pradesh,Green Chilli,5500,5700
28-07-2023,Uttar Pradesh,Green Gram Dal (Moong Dal),8750,8950
28-07-2023,Uttar Pradesh,Gur(Jaggery),3950,4150
28-07-2023,Uttar Pradesh,Lentil (Masur)(Whole),6280,6460
28-07-2023,Uttar Pradesh,Mustard,5260,5540
28-07-2023,Uttar Pradesh,Mustard Oil,12400,12600
28-07-2023,Uttar Pradesh,Onion,1470,1630
28-07-2023,Uttar Pradesh,Potato,1000,1170
28-07-2023,Uttar Pradesh,Pumpkin,1500,1650
28-07-2023,Uttar Pradesh,Rice,2400,2610
28-07-2023,Uttar Pradesh,Sponge gourd,1900,2100
28-07-2023,Uttar Pradesh,Tomato,7600,7800
28-07-2023,Uttar Pradesh,Wheat,2230,2270
28-07-2023,Uttar Pradesh,Bengal Gram(Gram)(Whole),4800,5000
28-07-2023,Uttar Pradesh,Lentil (Masur)(Whole),5300,5500
28-07-2023,Uttar Pradesh,Rice,2300,2500
28-07-2023,Uttar Pradesh,Wheat,2150,2250
28-07-2023,Uttar Pradesh,Apple,9900,10350
28-07-2023,Uttar Pradesh,Arhar (Tur/Red Gram)(Whole),8680,8900
28-07-2023,Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1890,1935
28-07-2023,Uttar Pradesh,Banana,2300,2460
28-07-2023,Uttar Pradesh,Barley (Jau),2160,2210
28-07-2023,Uttar Pradesh,Bhindi(Ladies Finger),1310,1420
28-07-2023,Uttar Pradesh,Bitter gourd,2600,2770
28-07-2023,Uttar Pradesh,Bottle gourd,1220,1330
28-07-2023,Uttar Pradesh,Brinjal,2310,2480
28-07-2023,Uttar Pradesh,Cucumbar(Kheera),1520,1675
28-07-2023,Uttar Pradesh,Green Chilli,5430,5600
28-07-2023,Uttar Pradesh,Gur(Jaggery),3880,4050
28-07-2023,Uttar Pradesh,Jack Fruit,1620,1800
28-07-2023,Uttar Pradesh,Jowar(Sorghum),3000,3100
28-07-2023,Uttar Pradesh,Lemon,4050,4170
28-07-2023,Uttar Pradesh,Maize,1980,2040
28-07-2023,Uttar Pradesh,Mango,2600,2850
28-07-2023,Uttar Pradesh,Onion,1300,1480
28-07-2023,Uttar Pradesh,Pomegranate,6300,6600
28-07-2023,Uttar Pradesh,Potato,860,1070
28-07-2023,Uttar Pradesh,Pumpkin,975,1080
28-07-2023,Uttar Pradesh,Rice,2850,2950
28-07-2023,Uttar Pradesh,Sponge gourd,1200,1300
28-07-2023,Uttar Pradesh,Tomato,7000,7200
28-07-2023,Uttar Pradesh,Wheat,2250,2290
28-07-2023,Uttar Pradesh,Onion,1285,1320
28-07-2023,Uttar Pradesh,Potato,1025,1065
28-07-2023,Uttar Pradesh,Tomato,7400,7600
28-07-2023,Uttar Pradesh,Apple,6950,7050
28-07-2023,Uttar Pradesh,Arhar Dal(Tur Dal),12950,13050
28-07-2023,Uttar Pradesh,Bengal Gram Dal (Chana Dal),6450,6550
28-07-2023,Uttar Pradesh,Bengal Gram(Gram)(Whole),5750,5850
28-07-2023,Uttar Pradesh,Bhindi(Ladies Finger),2350,2450
28-07-2023,Uttar Pradesh,Black Gram Dal (Urd Dal),9550,9650
28-07-2023,Uttar Pradesh,Bottle gourd,2350,2450
28-07-2023,Uttar Pradesh,Brinjal,200,210
28-07-2023,Uttar Pradesh,Cucumbar(Kheera),2000,2100
28-07-2023,Uttar Pradesh,Ghee,44250,44350
28-07-2023,Uttar Pradesh,Green Chilli,3950,4050
28-07-2023,Uttar Pradesh,Green Gram Dal (Moong Dal),9550,9650
28-07-2023,Uttar Pradesh,Mango,2350,2450
28-07-2023,Uttar Pradesh,Masur Dal,8750,8850
28-07-2023,Uttar Pradesh,Mousambi(Sweet Lime),2950,3050
28-07-2023,Uttar Pradesh,Mustard,5425,5475
28-07-2023,Uttar Pradesh,Mustard Oil,12050,12150
28-07-2023,Uttar Pradesh,Onion,1400,1500
28-07-2023,Uttar Pradesh,Papaya,2400,2500
28-07-2023,Uttar Pradesh,Pomegranate,6400,6500
28-07-2023,Uttar Pradesh,Potato,1250,1350
28-07-2023,Uttar Pradesh,Pumpkin,1300,1400
28-07-2023,Uttar Pradesh,Rice,2950,3050
28-07-2023,Uttar Pradesh,Tomato,6450,6550
28-07-2023,Uttar Pradesh,Water Melon,800,900
28-07-2023,Uttar Pradesh,Wheat,2240,2260
28-07-2023,Uttar Pradesh,White Peas,5550,5650
28-07-2023,Uttar Pradesh,Apple,10000,10200
28-07-2023,Uttar Pradesh,Arhar Dal(Tur Dal),12980,13020
28-07-2023,Uttar Pradesh,Barley (Jau),2150,2190
28-07-2023,Uttar Pradesh,Bengal Gram Dal (Chana Dal),6380,6420
28-07-2023,Uttar Pradesh,Bengal Gram(Gram)(Whole),5690,5730
28-07-2023,Uttar Pradesh,Black Gram Dal (Urd Dal),9480,9520
28-07-2023,Uttar Pradesh,Bottle gourd,1980,2020
28-07-2023,Uttar Pradesh,Brinjal,2480,2520
28-07-2023,Uttar Pradesh,Green Chilli,4880,4920
28-07-2023,Uttar Pradesh,Gur(Jaggery),4500,4530
28-07-2023,Uttar Pradesh,Lentil (Masur)(Whole),6790,6830
28-07-2023,Uttar Pradesh,Masur Dal,8200,8240
28-07-2023,Uttar Pradesh,Mousambi(Sweet Lime),3950,3990
28-07-2023,Uttar Pradesh,Mustard,5450,5490
28-07-2023,Uttar Pradesh,Mustard Oil,13120,13160
28-07-2023,Uttar Pradesh,Onion,1530,1570
28-07-2023,Uttar Pradesh,Potato,1180,1220
28-07-2023,Uttar Pradesh,Pumpkin,1660,1700
28-07-2023,Uttar Pradesh,Rice,4060,4100
28-07-2023,Uttar Pradesh,Rice,2620,2660
28-07-2023,Uttar Pradesh,Tomato,8060,8100
28-07-2023,Uttar Pradesh,Wheat,2260,2300
28-07-2023,Uttar Pradesh,White Peas,5330,5370
28-07-2023,Uttar Pradesh,Apple,10150,10350
28-07-2023,Uttar Pradesh,Banana - Green,1770,1825
28-07-2023,Uttar Pradesh,Bhindi(Ladies Finger),2220,2300
28-07-2023,Uttar Pradesh,Bitter gourd,2300,2400
28-07-2023,Uttar Pradesh,Bottle gourd,1950,2050
28-07-2023,Uttar Pradesh,Brinjal,2650,2750
28-07-2023,Uttar Pradesh,Cucumbar(Kheera),2450,2550
28-07-2023,Uttar Pradesh,Garlic,7300,7500
28-07-2023,Uttar Pradesh,Green Chilli,5300,5500
28-07-2023,Uttar Pradesh,Gur(Jaggery),4100,4300
28-07-2023,Uttar Pradesh,Onion,1550,1625
28-07-2023,Uttar Pradesh,Paddy(Dhan)(Common),1830,1860
28-07-2023,Uttar Pradesh,Pomegranate,6300,6500
28-07-2023,Uttar Pradesh,Potato,1190,1210
28-07-2023,Uttar Pradesh,Pumpkin,1780,1820
28-07-2023,Uttar Pradesh,Rice,2700,2750
28-07-2023,Uttar Pradesh,Wheat,2280,2310
28-07-2023,Uttar Pradesh,Onion,1475,1490
28-07-2023,Uttar Pradesh,Potato,1205,1215
28-07-2023,Uttar Pradesh,Tomato,7995,8005
28-07-2023,Uttar Pradesh,Onion,1400,1510
28-07-2023,Uttar Pradesh,Potato,1225,1300
28-07-2023,Uttar Pradesh,Tomato,7800,8050
28-07-2023,Uttar Pradesh,Onion,1550,1600
28-07-2023,Uttar Pradesh,Potato,1100,1180
28-07-2023,Uttar Pradesh,Tomato,7600,7650
28-07-2023,Uttar Pradesh,Wheat,2000,2100
28-07-2023,Uttar Pradesh,Apple,9850,9950
28-07-2023,Uttar Pradesh,Arhar Dal(Tur Dal),12450,12550
28-07-2023,Uttar Pradesh,Bengal Gram(Gram)(Whole),5600,5680
28-07-2023,Uttar Pradesh,Bottle gourd,1950,2050
28-07-2023,Uttar Pradesh,Brinjal,2230,2310
28-07-2023,Uttar Pradesh,Garlic,6450,6550
28-07-2023,Uttar Pradesh,Ginger(Green),9500,9600
28-07-2023,Uttar Pradesh,Green Chilli,5590,5670
28-07-2023,Uttar Pradesh,Gur(Jaggery),3600,3680
28-07-2023,Uttar Pradesh,Maize,2000,2080
28-07-2023,Uttar Pradesh,Mango (Raw-Ripe),2300,2400
28-07-2023,Uttar Pradesh,Onion,1540,1620
28-07-2023,Uttar Pradesh,Paddy(Dhan)(Common),2000,2080
28-07-2023,Uttar Pradesh,Pomegranate,6730,6810
28-07-2023,Uttar Pradesh,Potato,1100,1200
28-07-2023,Uttar Pradesh,Rice,2540,2620
28-07-2023,Uttar Pradesh,Tomato,7580,7650
28-07-2023,Uttar Pradesh,Wheat,2240,2320
28-07-2023,Uttar Pradesh,Apple,8000,8300
28-07-2023,Uttar Pradesh,Bajra(Pearl Millet/Cumbu),2060,2180
28-07-2023,Uttar Pradesh,Banana,2100,2350
28-07-2023,Uttar Pradesh,Bottle gourd,1350,1500
28-07-2023,Uttar Pradesh,Brinjal,2300,2500
28-07-2023,Uttar Pradesh,Cauliflower,4200,4450
28-07-2023,Uttar Pradesh,Green Chilli,4700,4900
28-07-2023,Uttar Pradesh,Gur(Jaggery),3600,3800
28-07-2023,Uttar Pradesh,Lemon,2700,2900
28-07-2023,Uttar Pradesh,Maize,1900,2090
28-07-2023,Uttar Pradesh,Mousambi(Sweet Lime),3300,3550
28-07-2023,Uttar Pradesh,Mustard,5400,5500
28-07-2023,Uttar Pradesh,Onion,1250,1400
28-07-2023,Uttar Pradesh,Papaya,2800,3000
28-07-2023,Uttar Pradesh,Pomegranate,6500,6750
28-07-2023,Uttar Pradesh,Potato,1000,1150
28-07-2023,Uttar Pradesh,Pumpkin,1200,1400
28-07-2023,Uttar Pradesh,Tomato,7500,7750
28-07-2023,Uttar Pradesh,Wheat,2200,2270
28-07-2023,Uttar Pradesh,Onion,900,1000
28-07-2023,Uttar Pradesh,Potato,750,900
28-07-2023,Uttar Pradesh,Banana,1750,2000
28-07-2023,Uttar Pradesh,Bhindi(Ladies Finger),1400,1600
28-07-2023,Uttar Pradesh,Brinjal,1200,1500
28-07-2023,Uttar Pradesh,Colacasia,2700,3000
28-07-2023,Uttar Pradesh,Cucumbar(Kheera),900,1100
28-07-2023,Uttar Pradesh,Green Chilli,5800,6500
28-07-2023,Uttar Pradesh,Green Peas,5900,6100
28-07-2023,Uttar Pradesh,Guava,800,1050
28-07-2023,Uttar Pradesh,Jack Fruit,900,1100
28-07-2023,Uttar Pradesh,Onion,900,1100
28-07-2023,Uttar Pradesh,Pear(Marasebu),800,1000
28-07-2023,Uttar Pradesh,Potato,980,1100
28-07-2023,Uttar Pradesh,Pumpkin,1200,1600
28-07-2023,Uttar Pradesh,Ridgeguard(Tori),700,900
28-07-2023,Uttar Pradesh,Wheat,2140,2180
28-07-2023,Uttar Pradesh,White Peas,4200,4500
28-07-2023,Uttar Pradesh,Apple,9500,9700
28-07-2023,Uttar Pradesh,Banana,2100,2200
28-07-2023,Uttar Pradesh,Bhindi(Ladies Finger),1600,1800
28-07-2023,Uttar Pradesh,Bottle gourd,1700,1900
28-07-2023,Uttar Pradesh,Brinjal,1900,2100
28-07-2023,Uttar Pradesh,Cabbage,1500,1700
28-07-2023,Uttar Pradesh,Cauliflower,3100,3300
28-07-2023,Uttar Pradesh,Garlic,7300,7500
28-07-2023,Uttar Pradesh,Green Chilli,5900,6100
28-07-2023,Uttar Pradesh,Gur(Jaggery),3600,3800
28-07-2023,Uttar Pradesh,Lime,2600,2800
28-07-2023,Uttar Pradesh,Onion,1320,1430
28-07-2023,Uttar Pradesh,Pomegranate,5900,6100
28-07-2023,Uttar Pradesh,Potato,1150,1250
28-07-2023,Uttar Pradesh,Pumpkin,1500,1700
28-07-2023,Uttar Pradesh,Tomato,8100,8300
28-07-2023,Uttar Pradesh,Apple,10250,10350
28-07-2023,Uttar Pradesh,Arhar Dal(Tur Dal),13000,13200
28-07-2023,Uttar Pradesh,Banana,3200,3260
28-07-2023,Uttar Pradesh,Banana - Green,1840,1900
28-07-2023,Uttar Pradesh,Bitter gourd,2540,2620
28-07-2023,Uttar Pradesh,Bottle gourd,2030,2080
28-07-2023,Uttar Pradesh,Brinjal,2425,2470
28-07-2023,Uttar Pradesh,Cucumbar(Kheera),2200,2260
28-07-2023,Uttar Pradesh,Garlic,7150,7240
28-07-2023,Uttar Pradesh,Green Chilli,5000,5060
28-07-2023,Uttar Pradesh,Green Gram (Moong)(Whole),9550,9650
28-07-2023,Uttar Pradesh,Green Gram Dal (Moong Dal),9550,9650
28-07-2023,Uttar Pradesh,Lemon,3550,3650
28-07-2023,Uttar Pradesh,Mango,3250,3350
28-07-2023,Uttar Pradesh,Onion,1550,1600
28-07-2023,Uttar Pradesh,Peas(Dry),5300,5400
28-07-2023,Uttar Pradesh,Pointed gourd (Parval),3500,3600
28-07-2023,Uttar Pradesh,Pomegranate,7200,7300
28-07-2023,Uttar Pradesh,Potato,1160,1215
28-07-2023,Uttar Pradesh,Pumpkin,1620,1670
28-07-2023,Uttar Pradesh,Raddish,2570,2630
28-07-2023,Uttar Pradesh,Rice,2600,2660
28-07-2023,Uttar Pradesh,Ridgeguard(Tori),1725,1775
28-07-2023,Uttar Pradesh,Tomato,8100,8200
28-07-2023,Uttar Pradesh,Wheat,2270,2330
28-07-2023,Uttar Pradesh,Apple,10250,10450
28-07-2023,Uttar Pradesh,Bengal Gram Dal (Chana Dal),6260,6460
28-07-2023,Uttar Pradesh,Bengal Gram(Gram)(Whole),5640,5840
28-07-2023,Uttar Pradesh,Bhindi(Ladies Finger),1800,2000
28-07-2023,Uttar Pradesh,Bottle gourd,1940,2140
28-07-2023,Uttar Pradesh,Brinjal,2330,2530
28-07-2023,Uttar Pradesh,Cucumbar(Kheera),2230,2430
28-07-2023,Uttar Pradesh,Garlic,7060,7260
28-07-2023,Uttar Pradesh,Green Chilli,5020,5220
28-07-2023,Uttar Pradesh,Gur(Jaggery),4415,4615
28-07-2023,Uttar Pradesh,Lentil (Masur)(Whole),6710,6910
28-07-2023,Uttar Pradesh,Mustard,5400,5600
28-07-2023,Uttar Pradesh,Onion,1500,1700
28-07-2023,Uttar Pradesh,Pointed gourd (Parval),8060,8260
28-07-2023,Uttar Pradesh,Pomegranate,7145,7345
28-07-2023,Uttar Pradesh,Potato,1100,1300
28-07-2023,Uttar Pradesh,Pumpkin,1600,1800
28-07-2023,Uttar Pradesh,Raddish,2530,2730
28-07-2023,Uttar Pradesh,Tomato,8060,8260
28-07-2023,Uttar Pradesh,Wheat,2200,2400
28-07-2023,Uttar Pradesh,White Peas,5245,5445
28-07-2023,Uttar Pradesh,Apple,10200,10300
28-07-2023,Uttar Pradesh,Banana,2700,2900
28-07-2023,Uttar Pradesh,Bhindi(Ladies Finger),1550,1700
28-07-2023,Uttar Pradesh,Bitter gourd,2500,2650
28-07-2023,Uttar Pradesh,Bottle gourd,1800,1900
28-07-2023,Uttar Pradesh,Brinjal,2100,2300
28-07-2023,Uttar Pradesh,Cowpea(Veg),2700,2900
28-07-2023,Uttar Pradesh,Cucumbar(Kheera),2200,2400
28-07-2023,Uttar Pradesh,Garlic,6950,7100
28-07-2023,Uttar Pradesh,Green Chilli,4950,5100
28-07-2023,Uttar Pradesh,Lemon,3600,3750
28-07-2023,Uttar Pradesh,Mango,3300,3500
28-07-2023,Uttar Pradesh,Mousambi(Sweet Lime),3800,4000
28-07-2023,Uttar Pradesh,Onion,1500,1600
28-07-2023,Uttar Pradesh,Pointed gourd (Parval),3200,3400
28-07-2023,Uttar Pradesh,Pomegranate,7100,7300
28-07-2023,Uttar Pradesh,Potato,1100,1200
28-07-2023,Uttar Pradesh,Pumpkin,1600,1800
28-07-2023,Uttar Pradesh,Raddish,2550,2700
28-07-2023,Uttar Pradesh,Ridgeguard(Tori),1500,1650
28-07-2023,Uttar Pradesh,Spinach,1500,1650
28-07-2023,Uttar Pradesh,Tomato,8050,8150
28-07-2023,Uttar Pradesh,Colacasia,1800,2200
28-07-2023,Uttar Pradesh,Ginger(Green),6500,8200
28-07-2023,Uttar Pradesh,Bengal Gram(Gram)(Whole),5000,5360
28-07-2023,Uttar Pradesh,Gur(Jaggery),3600,3940
28-07-2023,Uttar Pradesh,Lentil (Masur)(Whole),5400,5600
28-07-2023,Uttar Pradesh,Onion,1380,1520
28-07-2023,Uttar Pradesh,Potato,1200,1310
28-07-2023,Uttar Pradesh,Rice,2520,2640
28-07-2023,Uttar Pradesh,Tomato,8000,8350
28-07-2023,Uttar Pradesh,Wheat,2125,2320
28-07-2023,Uttar Pradesh,White Peas,4200,4500
28-07-2023,Uttar Pradesh,Apple,9260,9700
28-07-2023,Uttar Pradesh,Banana,2100,2500
28-07-2023,Uttar Pradesh,Bottle gourd,1840,1960
28-07-2023,Uttar Pradesh,Brinjal,1940,2065
28-07-2023,Uttar Pradesh,Green Chilli,5420,5570
28-07-2023,Uttar Pradesh,Groundnut,6000,6500
28-07-2023,Uttar Pradesh,Gur(Jaggery),3600,3920
28-07-2023,Uttar Pradesh,Onion,1400,1520
28-07-2023,Uttar Pradesh,Potato,1200,1315
28-07-2023,Uttar Pradesh,Pumpkin,1510,1630
28-07-2023,Uttar Pradesh,Rice,2450,2620
28-07-2023,Uttar Pradesh,Tomato,8000,8300
28-07-2023,Uttar Pradesh,Wheat,2125,2300
28-07-2023,Uttar Pradesh,Apple,9600,9800
28-07-2023,Uttar Pradesh,Banana,2500,2600
28-07-2023,Uttar Pradesh,Bhindi(Ladies Finger),2150,2250
28-07-2023,Uttar Pradesh,Bottle gourd,1750,1850
28-07-2023,Uttar Pradesh,Brinjal,2250,2350
28-07-2023,Uttar Pradesh,Garlic,7150,7250
28-07-2023,Uttar Pradesh,Ginger(Green),10000,10200
28-07-2023,Uttar Pradesh,Green Chilli,5600,5700
28-07-2023,Uttar Pradesh,Gur(Jaggery),3900,4000
28-07-2023,Uttar Pradesh,Lemon,3650,3750
28-07-2023,Uttar Pradesh,Maize,1750,1850
28-07-2023,Uttar Pradesh,Mustard Oil,12300,12500
28-07-2023,Uttar Pradesh,Onion,1530,1620
28-07-2023,Uttar Pradesh,Pomegranate,6700,6900
28-07-2023,Uttar Pradesh,Potato,1000,1100
28-07-2023,Uttar Pradesh,Pumpkin,1500,1600
28-07-2023,Uttar Pradesh,Rice,2500,2600
28-07-2023,Uttar Pradesh,Ridgeguard(Tori),2000,2100
28-07-2023,Uttar Pradesh,Tomato,7400,7600
28-07-2023,Uttar Pradesh,Wheat,2200,2320
28-07-2023,Uttar Pradesh,Arhar (Tur/Red Gram)(Whole),8700,8800
28-07-2023,Uttar Pradesh,Bajra(Pearl Millet/Cumbu),2300,2400
28-07-2023,Uttar Pradesh,Barley (Jau),2100,2200
28-07-2023,Uttar Pradesh,Bengal Gram(Gram)(Whole),5300,5400
28-07-2023,Uttar Pradesh,Bhindi(Ladies Finger),2200,2300
28-07-2023,Uttar Pradesh,Bitter gourd,2300,2500
28-07-2023,Uttar Pradesh,Brinjal,2300,2500
28-07-2023,Uttar Pradesh,Corriander seed,8400,8500
28-07-2023,Uttar Pradesh,Garlic,6600,6800
28-07-2023,Uttar Pradesh,Ginger(Green),10400,10500
28-07-2023,Uttar Pradesh,Green Chilli,5600,5800
28-07-2023,Uttar Pradesh,Green Gram (Moong)(Whole),7600,7700
28-07-2023,Uttar Pradesh,Gur(Jaggery),4100,4200
28-07-2023,Uttar Pradesh,Maize,1750,1850
28-07-2023,Uttar Pradesh,Mustard,5400,5500
28-07-2023,Uttar Pradesh,Onion,1500,1600
28-07-2023,Uttar Pradesh,Potato,1100,1200
28-07-2023,Uttar Pradesh,Rice,2400,2500
28-07-2023,Uttar Pradesh,Tomato,7100,7300
28-07-2023,Uttar Pradesh,Wheat,2300,2400
28-07-2023,Uttar Pradesh,Apple,8550,8750
28-07-2023,Uttar Pradesh,Arhar (Tur/Red Gram)(Whole),8650,8750
28-07-2023,Uttar Pradesh,Barley (Jau),2080,2185
28-07-2023,Uttar Pradesh,Bengal Gram(Gram)(Whole),5300,5400
28-07-2023,Uttar Pradesh,Bhindi(Ladies Finger),2000,2200
28-07-2023,Uttar Pradesh,Bitter gourd,2100,2300
28-07-2023,Uttar Pradesh,Bottle gourd,1850,2050
28-07-2023,Uttar Pradesh,Brinjal,2100,2300
28-07-2023,Uttar Pradesh,Garlic,7150,7350
28-07-2023,Uttar Pradesh,Ginger(Green),10120,10320
28-07-2023,Uttar Pradesh,Green Chilli,5550,5750
28-07-2023,Uttar Pradesh,Green Gram (Moong)(Whole),7500,7600
28-07-2023,Uttar Pradesh,Gur(Jaggery),4100,4200
28-07-2023,Uttar Pradesh,Maize,1700,1800
28-07-2023,Uttar Pradesh,Mustard,5400,5500
28-07-2023,Uttar Pradesh,Onion,1420,1600
28-07-2023,Uttar Pradesh,Potato,1000,1220
28-07-2023,Uttar Pradesh,Rice,2380,2485
28-07-2023,Uttar Pradesh,Tomato,7200,7300
28-07-2023,Uttar Pradesh,Wheat,2200,2300
28-07-2023,Uttar Pradesh,Onion,1515,1680
28-07-2023,Uttar Pradesh,Potato,980,1120
28-07-2023,Uttar Pradesh,Tomato,7300,7550
28-07-2023,Uttar Pradesh,Apple,9850,9960
28-07-2023,Uttar Pradesh,Arhar Dal(Tur Dal),12200,12600
28-07-2023,Uttar Pradesh,Banana,2600,2660
28-07-2023,Uttar Pradesh,Bhindi(Ladies Finger),2070,2200
28-07-2023,Uttar Pradesh,Black Gram Dal (Urd Dal),8950,9060
28-07-2023,Uttar Pradesh,Bottle gourd,2050,2140
28-07-2023,Uttar Pradesh,Brinjal,2170,2290
28-07-2023,Uttar Pradesh,Garlic,6450,6580
28-07-2023,Uttar Pradesh,Green Chilli,5600,5720
28-07-2023,Uttar Pradesh,Gur(Jaggery),3640,3675
28-07-2023,Uttar Pradesh,Masur Dal,7470,7580
28-07-2023,Uttar Pradesh,Mustard Oil,14300,14540
28-07-2023,Uttar Pradesh,Onion,1520,1585
28-07-2023,Uttar Pradesh,Paddy(Dhan)(Common),1900,1980
28-07-2023,Uttar Pradesh,Papaya,2370,2430
28-07-2023,Uttar Pradesh,Pointed gourd (Parval),3600,3700
28-07-2023,Uttar Pradesh,Pomegranate,6700,6770
28-07-2023,Uttar Pradesh,Potato,1100,1165
28-07-2023,Uttar Pradesh,Pumpkin,1700,1800
28-07-2023,Uttar Pradesh,Rice,2570,2610
28-07-2023,Uttar Pradesh,Ridgeguard(Tori),2050,2130
28-07-2023,Uttar Pradesh,Tomato,7460,7570
28-07-2023,Uttar Pradesh,Wheat,2170,2260
28-07-2023,Uttar Pradesh,Apple,9900,9980
28-07-2023,Uttar Pradesh,Arhar Dal(Tur Dal),12510,12630
