Year,State,Crop,Min Price,Max Price
30-10-2023,Meghalaya,Cowpea (Lobia/Karamani),6600.19,9187.63
30-10-2023,Meghalaya,White Pumpkin,6001.61,8726.58
30-10-2023,Meghalaya,Chikoos(Sapota),7329.5,9256.59
30-10-2023,NCT of Delhi,Turmeric,6132.15,8142.55
30-10-2023,NCT of Delhi,Chrysanthemum(Loose),6347.95,8314.98
30-10-2023,NCT of Delhi,Ghee,7896.62,9067.8
30-10-2023,NCT of Delhi,Jowar(Sorghum),3143.56,8483.22
30-10-2023,NCT of Delhi,Gladiolus Cut Flower,6673.58,9906.47
30-10-2023,Pondicherry,Chrysanthemum,3237.77,9170.88
30-10-2023,Pondicherry,Bhindi(Ladies Finger),5432.18,7042.48
30-10-2023,Pondicherry,Peas Wet,4279.6,7057.83
30-10-2023,Pondicherry,Onion Green,4915.69,6050.42
30-10-2023,Pondicherry,Yam (Ratalu),5842.9,7510.44
30-10-2023,Tamil Nadu,Thinai (Italian Millet),4964.07,8229.21
30-10-2023,Tamil Nadu,Moath Dal,5635.17,7612.42
30-10-2023,Tamil Nadu,Corriander seed,2792.09,7152.31
30-10-2023,Tamil Nadu,Paddy(Dhan)(Common),6680.95,9190.39
30-10-2023,Tamil Nadu,Bitter gourd,7713.65,8467.12
30-10-2023,Telangana,Kartali (Kantola),6702.25,9636.82
30-10-2023,Telangana,Tapioca,7729.89,9369.12
30-10-2023,Telangana,Potato,2667.4,4022.08
30-10-2023,Telangana,Betal Leaves,5249.08,7105.24
30-10-2023,Telangana,Patti Calcutta,6793.1,7543.07
30-10-2023,West Bengal,Calf,3232.29,6744.76
30-10-2023,West Bengal,Tender Coconut,6647.77,8984.27
30-10-2023,West Bengal,Potato,2234.52,5115.35
30-10-2023,West Bengal,She Buffalo,3825.06,4761.88
30-10-2023,West Bengal,Cloves,6144.89,8196.69
30-10-2023,Goa,Gladiolus Cut Flower,3463.39,7474.58
30-10-2023,Goa,Ragi (Finger Millet),3268.38,5093.67
30-10-2023,Goa,Kartali (Kantola),4644.25,8872.49
30-10-2023,Goa,Duck,5618.26,6500
30-10-2023,Goa,Almond(Badam),3730.91,5380.1
30-10-2023,Andaman and Nicobar,Tobacco,5386.73,6954.89
30-10-2023,Andaman and Nicobar,Litchi,2226.84,5297.05
30-10-2023,Andaman and Nicobar,Rajgir,5295.2,8838.87
30-10-2023,Andaman and Nicobar,Coffee,6891.68,7411.77
30-10-2023,Andaman and Nicobar,Peach,6818.89,8259.65
14-11-2023,Gujarat,Rice,6678.83,8182.15
14-11-2023,Gujarat,Water Melon,6371.29,9869.65
14-11-2023,Gujarat,Kabuli Chana(Chickpeas-White),2581.08,3380.12
14-11-2023,Gujarat,Tender Coconut,2257.69,7589.13
14-11-2023,Gujarat,Rose(Loose)),2276.73,7035.88
14-11-2023,Haryana,Lilly,6302.15,9077.7
14-11-2023,Haryana,Chapparad Avare,7796.83,9035.05
14-11-2023,Haryana,Chow Chow,2111.9,6587.76
14-11-2023,Haryana,Marigold(loose),2563.14,3753.25
14-11-2023,Haryana,Cowpea (Lobia/Karamani),7313.4,8047.42
14-11-2023,Himachal Pradesh,Chrysanthemum(Loose),6815.04,9004.32
14-11-2023,Himachal Pradesh,Pegeon Pea (Arhar Fali),2010.54,2993.4
14-11-2023,Himachal Pradesh,Gladiolus Cut Flower,4339.31,6873.62
14-11-2023,Himachal Pradesh,Peas cod,6016.95,6801.15
14-11-2023,Himachal Pradesh,Castor Seed,6275.79,7475.85
14-11-2023,Kerala,Elephant Yam (Suran),2320.92,7508.19
14-11-2023,Kerala,Rajgir,2854.83,8896.99
14-11-2023,Kerala,Water Melon,3299.59,6336.44
14-11-2023,Kerala,Sugar,3167.28,8468.98
14-11-2023,Kerala,Jasmine,3121.85,8785.98
14-11-2023,Nagaland,Sweet Pumpkin,5303.06,6766.82
14-11-2023,Nagaland,Dry Fodder,3606.39,4106.66
14-11-2023,Nagaland,Potato,5847.91,9499.48
14-11-2023,Nagaland,Tinda,2716.34,4821.58
14-11-2023,Nagaland,Guar Seed(Cluster Beans Seed),3446.31,5259.25
14-11-2023,Odisha,Firewood,4520.82,8162.6
14-11-2023,Odisha,Ridgeguard(Tori),3486.52,8159.03
14-11-2023,Odisha,Taramira,2618.32,7371.36
14-11-2023,Odisha,Little gourd (Kundru),2553.67,5252.93
14-11-2023,Odisha,Snakeguard,6497.55,8391.2
14-11-2023,Punjab,Green Fodder,5500.4,9687.44
14-11-2023,Punjab,Chow Chow,5168.26,5724.5
14-11-2023,Punjab,Jaffri,7878.17,8549.5
14-11-2023,Punjab,Jamun(Narale Hannu),7019.34,8400.62
14-11-2023,Punjab,Paddy(Dhan)(Basmati),4880.43,7131.62
14-11-2023,Rajasthan,Patti Calcutta,3407.54,6522.57
14-11-2023,Rajasthan,Cow,6521.8,8028.57
14-11-2023,Rajasthan,Wheat,5436.39,6275.43
14-11-2023,Rajasthan,Elephant Yam (Suran),4477.13,6312.69
14-11-2023,Rajasthan,Mousambi(Sweet Lime),3369.55,5538.71
14-11-2023,Tripura,Copra,7009.96,8342.45
14-11-2023,Tripura,Goat,3884.36,4598.74
14-11-2023,Tripura,Green Gram (Moong)(Whole),2012.5,9466.39
14-11-2023,Tripura,Dry Fodder,3874.45,4416.38
14-11-2023,Tripura,Paddy(Dhan)(Common),3911.94,7724.39
14-11-2023,Uttar Pradesh,Ashgourd,2556.78,7040.08
14-11-2023,Uttar Pradesh,Kartali (Kantola),7535.68,8453.63
14-11-2023,Uttar Pradesh,Water Melon,3801.88,9018.14
14-11-2023,Uttar Pradesh,Sponge gourd,6157.72,7385.1
14-11-2023,Uttar Pradesh,Kulthi(Horse Gram),4850.07,5527.63
14-11-2023,Uttrakhand,Moath Dal,5884.77,9224.56
14-11-2023,Uttrakhand,Green Fodder,4027.81,5807.15
14-11-2023,Uttrakhand,Lotus,6647.15,7673.83
14-11-2023,Uttrakhand,Ground Nut Seed,7249.78,9366.1
14-11-2023,Uttrakhand,Knool Khol,7045.55,7790.91
14-11-2023,Andhra Pradesh,Hybrid Cumbu,2894.93,8657.63
14-11-2023,Andhra Pradesh,Sheep,6213.68,8479.62
14-11-2023,Andhra Pradesh,Spinach,3410.63,3964.82
14-11-2023,Andhra Pradesh,Suva (Dill Seed),7588.47,9076.08
14-11-2023,Andhra Pradesh,Mango,5579.26,6825.37
14-11-2023,Bihar,Anthorium,7540.02,8569.36
14-11-2023,Bihar,Ashgourd,7332.6,9734.18
14-11-2023,Bihar,Maize,3168.63,4213
14-11-2023,Bihar,Yam (Ratalu),4337.25,6864.62
14-11-2023,Bihar,Chili Red,3178.21,6907.05
14-11-2023,Chandigarh,Chapparad Avare,6653.48,8746.89
14-11-2023,Chandigarh,Rose(Local),7552.07,8697.7
14-11-2023,Chandigarh,Custard Apple (Sharifa),4140.68,8956.55
14-11-2023,Chandigarh,Onion Green,2663.23,3920.34
14-11-2023,Chandigarh,Copra,5243.59,8192.01
14-11-2023,Chattisgarh,Green Avare (W),5066.65,7093.78
14-11-2023,Chattisgarh,Yam (Ratalu),2864.17,5498.01
14-11-2023,Chattisgarh,Methi(Leaves),2753.88,4580.53
14-11-2023,Chattisgarh,Season Leaves,2491.84,8906.04
14-11-2023,Chattisgarh,Turnip,6599.08,9813.52
14-11-2023,Jammu and Kashmir,Mataki,2493.67,5812.14
14-11-2023,Jammu and Kashmir,Tube Rose(Double),5800.93,6319.41
14-11-2023,Jammu and Kashmir,Barley (Jau),6532.72,8837.68
14-11-2023,Jammu and Kashmir,Turmeric,3017.28,9502.04
14-11-2023,Jammu and Kashmir,Isabgul (Psyllium),2112.32,6545.1
14-11-2023,Karnataka,Onion,3624.46,5445.66
14-11-2023,Karnataka,Jamun(Narale Hannu),2723.99,4228.92
14-11-2023,Karnataka,Arecanut(Betelnut/Supari),2130.34,3459.19
14-11-2023,Karnataka,Guava,5856.45,6953.09
14-11-2023,Karnataka,Orchid,3923.84,9077.72
14-11-2023,Madhya Pradesh,Tamarind Fruit,5467.04,6526.84
14-11-2023,Madhya Pradesh,Cluster beans,4037.55,7165.01
14-11-2023,Madhya Pradesh,Gingelly Oil,7838.02,8520.54
14-11-2023,Madhya Pradesh,Carrot,4645.13,7975.87
14-11-2023,Madhya Pradesh,Safflower,2515.21,9486.42
14-11-2023,Maharashtra,Chikoos(Sapota),3825.37,5531.85
14-11-2023,Maharashtra,Tomato,3653.06,7666.96
14-11-2023,Maharashtra,Lilly,7077.34,8278.97
14-11-2023,Maharashtra,Snakeguard,7884.96,9872.57
14-11-2023,Maharashtra,Mint(Pudina),7614.64,9469.99
14-11-2023,Meghalaya,Gram Raw(Chholia),5090.85,8423.39
14-11-2023,Meghalaya,Cherry,2761.25,8451.67
14-11-2023,Meghalaya,Mousambi(Sweet Lime),4119.09,5349.01
14-11-2023,Meghalaya,Coriander(Leaves),4779.88,6611.46
14-11-2023,Meghalaya,Lentil (Masur)(Whole),3890.93,8485.38
14-11-2023,NCT of Delhi,Jarbara,6899.23,8792.98
14-11-2023,NCT of Delhi,Green Fodder,3398.75,4100.36
14-11-2023,NCT of Delhi,Sweet Pumpkin,5619.77,6719.76
14-11-2023,NCT of Delhi,Mataki,2815.04,5508.22
14-11-2023,NCT of Delhi,Cocoa,6100.67,6796.41
14-11-2023,Pondicherry,Betal Leaves,3342.93,4824.54
14-11-2023,Pondicherry,Chilly Capsicum,2816.9,5667.42
14-11-2023,Pondicherry,Groundnut,4922.4,5859.3
14-11-2023,Pondicherry,Broomstick(Flower Broom),3334.01,4502.6
14-11-2023,Pondicherry,Ox,2023.84,4230.23
14-11-2023,Tamil Nadu,Ox,4116.94,6132.05
14-11-2023,Tamil Nadu,Little gourd (Kundru),3883.22,7759.17
14-11-2023,Tamil Nadu,Marigold(Calcutta),7419.8,9697.48
14-11-2023,Tamil Nadu,Lotus,5819.55,9631.48
14-11-2023,Tamil Nadu,Kakada,4434.32,7587.16
14-11-2023,Telangana,Ox,5110.31,6678.62
14-11-2023,Telangana,Ground Nut Seed,2047.07,6461.88
14-11-2023,Telangana,Pepper ungarbled,4448.9,8524.56
14-11-2023,Telangana,Mahua Seed(Hippe seed),5618.46,7105.42
14-11-2023,Telangana,Green Avare (W),6759.55,9104.08
14-11-2023,West Bengal,Spinach,3751.78,5264.83
14-11-2023,West Bengal,Yam,6132.96,8659.95
14-11-2023,West Bengal,Indian Beans (Seam),7668.5,8279.63
14-11-2023,West Bengal,Soanf,7594.57,9330.93
14-11-2023,West Bengal,Niger Seed (Ramtil),5305.36,6236.2
14-11-2023,Goa,Methi Seeds,3195.51,8776.66
14-11-2023,Goa,Arhar Dal(Tur Dal),4764.79,7030.44
14-11-2023,Goa,Jarbara,7155.96,9209.55
14-11-2023,Goa,Chikoos(Sapota),5991.68,7766.31
14-11-2023,Goa,Orchid,5493.43,7353.62
14-11-2023,Andaman and Nicobar,Coconut Seed,4363.15,8833.99
14-11-2023,Andaman and Nicobar,Lentil (Masur)(Whole),7638.19,8276.66
14-11-2023,Andaman and Nicobar,Custard Apple (Sharifa),6127.76,9300.98
14-11-2023,Andaman and Nicobar,Yam,7898.69,8844.55
14-11-2023,Andaman and Nicobar,Jarbara,7915.41,9108.16
29-11-2023,Gujarat,Chikoos(Sapota),6890.83,8629.33
29-11-2023,Gujarat,Niger Seed (Ramtil),2628.65,5571.94
29-11-2023,Gujarat,Soanf,2901.31,5781.01
29-11-2023,Gujarat,Green Avare (W),2364.68,6255.17
29-11-2023,Gujarat,Raddish,4233.77,6794.26
29-11-2023,Haryana,Carrot,4650.32,5365.49
29-11-2023,Haryana,Copra,2673.98,4222
29-11-2023,Haryana,Black Gram Dal (Urd Dal),2139.47,2680.18
29-11-2023,Haryana,Bengal Gram(Gram)(Whole),7687.37,9777.3
29-11-2023,Haryana,Turnip,3467.64,4239.45
29-11-2023,Himachal Pradesh,Hybrid Cumbu,2121.88,4154.04
29-11-2023,Himachal Pradesh,Potato,4563.46,5691.91
29-11-2023,Himachal Pradesh,Copra,5570.35,8535.99
29-11-2023,Himachal Pradesh,Orange,5619.01,7900.53
29-11-2023,Himachal Pradesh,Foxtail Millet(Navane),7168.84,8024.47
29-11-2023,Kerala,Alasande Gram,7123.83,8100.65
29-11-2023,Kerala,Ox,6767.37,8321.5
29-11-2023,Kerala,Yam,4465.69,6373.03
29-11-2023,Kerala,Colacasia,2791.34,4433.92
29-11-2023,Kerala,Coconut,3792.51,6543.97
29-11-2023,Nagaland,Pineapple,7446.38,8381.96
29-11-2023,Nagaland,Potato,4125.64,6083.32
29-11-2023,Nagaland,Bengal Gram(Gram)(Whole),3284.2,6428.96
29-11-2023,Nagaland,Grapes,7311.03,9045
29-11-2023,Nagaland,Chilly Capsicum,7938.67,8781.99
29-11-2023,Odisha,Black pepper,7813.41,9533.22
29-11-2023,Odisha,Cock,4182.15,6440.76
29-11-2023,Odisha,Lemon,2357.16,5351.1
29-11-2023,Odisha,Apple,3943.92,6637.91
29-11-2023,Odisha,Jamun(Narale Hannu),3347.34,8928.76
29-11-2023,Punjab,Groundnut pods (raw),4809.31,6578.81
29-11-2023,Punjab,Lak(Teora),3090.01,7674.31
29-11-2023,Punjab,Green Gram (Moong)(Whole),4435.8,6392
29-11-2023,Punjab,Sabu Dan,7290.63,8298.13
29-11-2023,Punjab,Field Pea,6007.72,7290.71
29-11-2023,Rajasthan,Colacasia,4935.42,7627.91
29-11-2023,Rajasthan,Sweet Potato,4587.3,8062.96
29-11-2023,Rajasthan,Mousambi(Sweet Lime),6244.18,9265.11
29-11-2023,Rajasthan,Green Avare (W),6702.33,7463.07
29-11-2023,Rajasthan,Sweet Pumpkin,7948.58,8671.42
29-11-2023,Tripura,Soyabean,6435.98,8679.48
29-11-2023,Tripura,Coconut Oil,3463.4,8081.21
29-11-2023,Tripura,Dry Grapes,2606.76,5203.53
29-11-2023,Tripura,Coriander(Leaves),3141.68,5709.82
29-11-2023,Tripura,Jamun(Narale Hannu),7421.7,9446.85
29-11-2023,Uttar Pradesh,Amla(Nelli Kai),6683.95,8948.21
29-11-2023,Uttar Pradesh,Pear(Marasebu),6529.78,9510.41
29-11-2023,Uttar Pradesh,Foxtail Millet(Navane),6139.57,8592
29-11-2023,Uttar Pradesh,Black pepper,5843.39,9214.57
29-11-2023,Uttar Pradesh,Barley (Jau),5557.05,6070.56
29-11-2023,Uttrakhand,Elephant Yam (Suran),6289.77,8277.1
29-11-2023,Uttrakhand,Potato,5563,7950.44
29-11-2023,Uttrakhand,Long Melon(Kakri),2864.47,9342.38
29-11-2023,Uttrakhand,Lotus,3903.15,5549.22
29-11-2023,Uttrakhand,Fish,4929.8,7660.83
29-11-2023,Andhra Pradesh,She Buffalo,2867.73,5790.24
29-11-2023,Andhra Pradesh,Dry Grapes,3240.12,8691.57
29-11-2023,Andhra Pradesh,Green Peas,7445.92,8213.15
29-11-2023,Andhra Pradesh,Plum,2385.63,3919.97
29-11-2023,Andhra Pradesh,Linseed,4141.99,7464.25
29-11-2023,Bihar,Green Fodder,5855.91,8190.03
29-11-2023,Bihar,Isabgul (Psyllium),7324.99,9708.65
29-11-2023,Bihar,Orchid,4275.45,7507.66
29-11-2023,Bihar,Surat Beans (Papadi),6754.41,9619.12
29-11-2023,Bihar,Coffee,6846.09,8852.01
29-11-2023,Chandigarh,Banana,5473.57,7264.13
29-11-2023,Chandigarh,Gladiolus Cut Flower,2029.54,5983.96
29-11-2023,Chandigarh,Cardamoms,5165.39,8251.61
29-11-2023,Chandigarh,Wheat,2513.75,7814.04
29-11-2023,Chandigarh,Groundnut pods (raw),7611.63,9263.07
29-11-2023,Chattisgarh,Amla(Nelli Kai),4223.82,9837.65
29-11-2023,Chattisgarh,Papaya (Raw),5837.04,8225.3
29-11-2023,Chattisgarh,Carrot,7678.62,8801.4
29-11-2023,Chattisgarh,Methi Seeds,3387.63,7704.99
29-11-2023,Chattisgarh,Pumpkin,7651.83,9274.71
29-11-2023,Jammu and Kashmir,Green Fodder,7456.47,8544.91
29-11-2023,Jammu and Kashmir,Mustard Oil,6720.26,7623.64
29-11-2023,Jammu and Kashmir,Rice,7028.58,9529.79
29-11-2023,Jammu and Kashmir,Turnip,6857.73,8444.27
29-11-2023,Jammu and Kashmir,Jasmine,4315.27,9809.9
29-11-2023,Karnataka,Bitter gourd,4742.46,8177.78
29-11-2023,Karnataka,Dry Chillies,7113.28,9101.79
29-11-2023,Karnataka,Seemebadnekai,5859.46,9100.4
29-11-2023,Karnataka,Papaya,7046.37,8593.94
29-11-2023,Karnataka,Green Avare (W),6386.06,9057.52
29-11-2023,Madhya Pradesh,Suva (Dill Seed),5319.89,8338.96
29-11-2023,Madhya Pradesh,Ashgourd,3948.54,6835.94
29-11-2023,Madhya Pradesh,Spinach,7515.95,8450.05
29-11-2023,Madhya Pradesh,Leafy Vegetable,6990.43,9952.67
29-11-2023,Madhya Pradesh,Mahua Seed(Hippe seed),3188.24,3922.7
29-11-2023,Maharashtra,Lilly,2792.66,6970.63
29-11-2023,Maharashtra,Ridgeguard(Tori),6582.66,9205.99
29-11-2023,Maharashtra,Garlic,4978.11,8348.34
29-11-2023,Maharashtra,Sunflower,2000.11,4452.68
29-11-2023,Maharashtra,Snakeguard,4106.92,8720.04
29-11-2023,Meghalaya,Peas cod,6038.57,7970.47
29-11-2023,Meghalaya,Sponge gourd,6440.36,7214.57
29-11-2023,Meghalaya,Safflower,7299.51,9922.26
29-11-2023,Meghalaya,Snakeguard,6851.82,7898.76
29-11-2023,Meghalaya,Tapioca,4218.83,7627.73
29-11-2023,NCT of Delhi,Onion,2026.93,8030.62
29-11-2023,NCT of Delhi,Wheat Atta,7586.77,9800
29-11-2023,NCT of Delhi,Drumstick,2768.72,9741.05
29-11-2023,NCT of Delhi,Raibel,6969.52,8527.33
29-11-2023,NCT of Delhi,Thinai (Italian Millet),7158.7,8045.13
29-11-2023,Pondicherry,Garlic,6253.1,7435.8
29-11-2023,Pondicherry,Dry Grapes,7838.42,9913.02
29-11-2023,Pondicherry,Barley (Jau),6453.63,9353.65
29-11-2023,Pondicherry,Cotton,3027.94,3797.81
29-11-2023,Pondicherry,Marigold(Calcutta),2368.66,5389.05
29-11-2023,Tamil Nadu,Mango,5710.94,7464.99
29-11-2023,Tamil Nadu,Green Gram (Moong)(Whole),3664.21,4350.93
29-11-2023,Tamil Nadu,Lak(Teora),6236.31,9328.81
29-11-2023,Tamil Nadu,Resinwood,2446.91,3098.31
29-11-2023,Tamil Nadu,"Sesamum(Sesame,Gingelly,Til)",7219,9738.62
29-11-2023,Telangana,Long Melon(Kakri),3989.77,5338.31
29-11-2023,Telangana,Paddy(Dhan)(Common),3469.77,8332.37
29-11-2023,Telangana,Chow Chow,4718.31,5464.93
29-11-2023,Telangana,Banana,5771.65,7830.01
29-11-2023,Telangana,Mahua Seed(Hippe seed),6466.91,7378.22
29-11-2023,West Bengal,Pear(Marasebu),6440.58,8520.13
29-11-2023,West Bengal,Isabgul (Psyllium),5402.85,9750
29-11-2023,West Bengal,Coffee,5849.56,6842.63
29-11-2023,West Bengal,Round gourd,3064.83,8603.85
29-11-2023,West Bengal,Wheat Atta,2014.41,5174.71
29-11-2023,Goa,Cherry,4641.59,8714.23
29-11-2023,Goa,Niger Seed (Ramtil),6877.36,7395.55
29-11-2023,Goa,Neem Seed,7262.74,9342.8
29-11-2023,Goa,Sheep,3037.96,7590.38
29-11-2023,Goa,Peas(Dry),3844.01,5399.97
29-11-2023,Andaman and Nicobar,Suvarna Gadde,7722.09,9968.17
29-11-2023,Andaman and Nicobar,Duster Beans,3382.44,9826.77
29-11-2023,Andaman and Nicobar,Beans,4966.52,6745.04
29-11-2023,Andaman and Nicobar,Kulthi(Horse Gram),2596.87,3746.36
29-11-2023,Andaman and Nicobar,Neem Seed,3968.07,5569.39
14-12-2023,Gujarat,Lime,4124.62,8589.77
14-12-2023,Gujarat,Tube Rose(Double),5359.35,7210.05
14-12-2023,Gujarat,Taramira,3183.14,7059.6
14-12-2023,Gujarat,Corriander seed,4623.36,9464.26
14-12-2023,Gujarat,Rice,3749.86,8791.09
14-12-2023,Haryana,Turmeric (raw),5585.07,8625.15
14-12-2023,Haryana,Sweet Potato,6533.08,9771.31
14-12-2023,Haryana,Soyabean,5485.25,6293.93
14-12-2023,Haryana,Sunflower,4853.04,8290.31
14-12-2023,Haryana,Green Gram (Moong)(Whole),4593.47,9587.97
14-12-2023,Himachal Pradesh,Isabgul (Psyllium),6675.61,9613.16
14-12-2023,Himachal Pradesh,Onion,3277.8,8312.75
14-12-2023,Himachal Pradesh,Rice,6345.04,7439.71
14-12-2023,Himachal Pradesh,Chrysanthemum(Loose),3298.25,4981.1
14-12-2023,Himachal Pradesh,Marigold(Calcutta),2412.21,6356.44
14-12-2023,Kerala,Surat Beans (Papadi),3692.32,5641.98
14-12-2023,Kerala,French Beans (Frasbean),6746.61,8975.03
14-12-2023,Kerala,Betal Leaves,5091.18,9793.34
14-12-2023,Kerala,Long Melon(Kakri),7265.98,9440.28
14-12-2023,Kerala,Bengal Gram Dal (Chana Dal),3645.1,7119.82
14-12-2023,Nagaland,Peas cod,2414.42,4038.13
14-12-2023,Nagaland,Kartali (Kantola),3747.67,6455.74
14-12-2023,Nagaland,Bengal Gram(Gram)(Whole),2453.87,6527.09
14-12-2023,Nagaland,Water Melon,7447.64,7991.11
14-12-2023,Nagaland,Green Chilli,3627.66,9741.93
14-12-2023,Odisha,Peas Wet,5898.37,8497.19
14-12-2023,Odisha,Wheat Atta,6011.65,7453.37
14-12-2023,Odisha,Kabuli Chana(Chickpeas-White),6798.56,8918.89
14-12-2023,Odisha,Bhindi(Ladies Finger),2783.96,6292.31
14-12-2023,Odisha,Banana - Green,6912.88,7926.13
14-12-2023,Punjab,Leafy Vegetable,6216.07,8507
14-12-2023,Punjab,Pegeon Pea (Arhar Fali),2382.75,5752.13
14-12-2023,Punjab,Lotus,2608.08,3677.02
14-12-2023,Punjab,Bunch Beans,4699.06,6087.05
14-12-2023,Punjab,Bajra(Pearl Millet/Cumbu),4140.96,7913.15
14-12-2023,Rajasthan,Suva (Dill Seed),3653.13,9448.77
14-12-2023,Rajasthan,Foxtail Millet(Navane),6693.41,8922.57
14-12-2023,Rajasthan,Duster Beans,4761.62,6994.59
14-12-2023,Rajasthan,Peach,6524.33,7728.26
14-12-2023,Rajasthan,Coriander(Leaves),7682.85,9353.86
14-12-2023,Tripura,Pumpkin,3814.98,5593.84
14-12-2023,Tripura,Arecanut(Betelnut/Supari),6064.28,7764.53
14-12-2023,Tripura,Bengal Gram(Gram)(Whole),5435,7354.8
14-12-2023,Tripura,Raddish,4206.45,5590.6
14-12-2023,Tripura,Garlic,3905.59,8869.34
14-12-2023,Uttar Pradesh,Kulthi(Horse Gram),6345.98,8466.62
14-12-2023,Uttar Pradesh,Foxtail Millet(Navane),7170.22,7803.35
14-12-2023,Uttar Pradesh,Turnip,5405.07,7454.53
14-12-2023,Uttar Pradesh,Coffee,2386.39,3511.97
14-12-2023,Uttar Pradesh,Alsandikai,6641.47,9051.99
14-12-2023,Uttrakhand,Moath Dal,5432.55,6588.55
14-12-2023,Uttrakhand,Rice,6978.46,9182.44
14-12-2023,Uttrakhand,Wheat,7982.47,9552.9
14-12-2023,Uttrakhand,Guar,3034.92,9672.91
14-12-2023,Uttrakhand,Pomegranate,3948.48,9368.68
14-12-2023,Andhra Pradesh,Cashewnuts,6858.75,7890.52
14-12-2023,Andhra Pradesh,Grapes,4800.37,9833.85
14-12-2023,Andhra Pradesh,Duck,3456.84,4525.81
14-12-2023,Andhra Pradesh,She Buffalo,4500.97,5979.26
14-12-2023,Andhra Pradesh,Ragi (Finger Millet),2231.92,4355.17
14-12-2023,Bihar,Lime,7538.2,8936
14-12-2023,Bihar,Kartali (Kantola),3380.73,6110.83
14-12-2023,Bihar,Round gourd,6867.1,8271.43
14-12-2023,Bihar,Same/Savi,5311.17,7110.02
14-12-2023,Bihar,Peach,7642.19,9890.21
14-12-2023,Chandigarh,Taramira,2458.09,4181.29
14-12-2023,Chandigarh,Broomstick(Flower Broom),3269.3,9498.92
14-12-2023,Chandigarh,Kakada,2276.03,3394.73
14-12-2023,Chandigarh,Guava,7966.99,9631.79
14-12-2023,Chandigarh,"Sesamum(Sesame,Gingelly,Til)",3892.76,4759.58
14-12-2023,Chattisgarh,Ajwan,7303.57,9125.89
14-12-2023,Chattisgarh,Tinda,4649.43,9285.09
14-12-2023,Chattisgarh,Mustard Oil,6531.64,7971.72
14-12-2023,Chattisgarh,Tapioca,2518.87,7240.93
14-12-2023,Chattisgarh,Jack Fruit,6157.47,7887.87
14-12-2023,Jammu and Kashmir,Mustard,6093.99,8181.63
14-12-2023,Jammu and Kashmir,Elephant Yam (Suran),4740.36,6284.8
14-12-2023,Jammu and Kashmir,Mustard Oil,4238.67,9052.7
14-12-2023,Jammu and Kashmir,Wheat Atta,7719.17,9414.07
14-12-2023,Jammu and Kashmir,Mataki,2675.75,7973.08
14-12-2023,Karnataka,Green Chilli,3202.8,9975.35
14-12-2023,Karnataka,Season Leaves,6642.04,7550.4
14-12-2023,Karnataka,Rice,6510.53,9583.78
14-12-2023,Karnataka,Soyabean,4267.61,8569.2
14-12-2023,Karnataka,Drumstick,7270.27,9155.82
14-12-2023,Madhya Pradesh,Coriander(Leaves),3122.23,6408.76
14-12-2023,Madhya Pradesh,Corriander seed,7843.26,9420.73
14-12-2023,Madhya Pradesh,Cinamon(Dalchini),2963.01,8594.26
14-12-2023,Madhya Pradesh,Drumstick,6854.65,8578.25
14-12-2023,Madhya Pradesh,Turmeric,6365.29,7385.65
14-12-2023,Maharashtra,Plum,5420.87,7131.67
14-12-2023,Maharashtra,Cowpea(Veg),7418.39,9963.17
14-12-2023,Maharashtra,Anthorium,6912.56,7971.12
14-12-2023,Maharashtra,Turmeric,5269.75,7429.11
14-12-2023,Maharashtra,Jack Fruit,7421.44,8952.96
14-12-2023,Meghalaya,Season Leaves,6763.79,8114.51
14-12-2023,Meghalaya,Bengal Gram(Gram)(Whole),7791.52,8947.14
14-12-2023,Meghalaya,Kulthi(Horse Gram),6303.51,8276.43
14-12-2023,Meghalaya,Dry Fodder,2040.58,9764.22
14-12-2023,Meghalaya,Pear(Marasebu),4003.95,6106.44
14-12-2023,NCT of Delhi,Litchi,5658.57,8849.72
14-12-2023,NCT of Delhi,Lak(Teora),6565.73,9001.55
14-12-2023,NCT of Delhi,Mustard Oil,5332.04,9475.11
14-12-2023,NCT of Delhi,Field Pea,3312.86,9996.96
14-12-2023,NCT of Delhi,Pineapple,2024.5,7731.77
14-12-2023,Pondicherry,Snakeguard,6633.32,9342.33
14-12-2023,Pondicherry,Chili Red,5631.7,8526.22
14-12-2023,Pondicherry,Papaya (Raw),2091.81,6577.45
14-12-2023,Pondicherry,Fish,3115.13,4572.47
14-12-2023,Pondicherry,Bhindi(Ladies Finger),2732.15,4232.45
14-12-2023,Tamil Nadu,Jamun(Narale Hannu),2993.3,5274.01
14-12-2023,Tamil Nadu,Raddish,3548.42,8153.11
14-12-2023,Tamil Nadu,Tamarind Seed,2566.97,7703.16
14-12-2023,Tamil Nadu,Sweet Potato,3774.73,9382.92
14-12-2023,Tamil Nadu,Rubber,5938.15,7669.56
14-12-2023,Telangana,French Beans (Frasbean),2234.35,6941.46
14-12-2023,Telangana,Cinamon(Dalchini),3554.31,7192.55
14-12-2023,Telangana,Onion Green,6369.66,7687.33
14-12-2023,Telangana,Pointed gourd (Parval),2889.79,4703
14-12-2023,Telangana,Ashgourd,5272.11,9907.91
14-12-2023,West Bengal,Paddy(Dhan)(Basmati),7184.45,8429.89
14-12-2023,West Bengal,Bajra(Pearl Millet/Cumbu),2575.68,4325.71
14-12-2023,West Bengal,Peas Wet,7371.85,9525.07
